gender_gt,income_gt,education_gt,gender_pred,income_pred,education_pred,MSE_Loss,,,,,Performance,,,
0,1,1,0,1,1,0.021634014,,,,,,,,
0,1,1,0,1,1,0.005803452,,,,,,,,
1,1,1,1,1,1,0.06305805,,,,,,,,
0,0,0,0,0,0,0.047029033,,,,,,,,
0,1,1,0,1,1,0.039396938,,,,,,,,
0,1,0,0,1,0,0.008498617,,,,,,,,
0,1,1,0,1,1,0.000950787,,,,,,,,
1,1,1,1,1,1,0.011674795,,,,,,,,
1,1,1,1,1,1,0.021278365,,,,,,,,
1,1,1,1,1,1,0.03205364,,,,,,,,
1,1,1,1,1,1,0.010064808,,,,,,,,
0,1,1,0,1,1,0.011732106,,,,,,,,
1,1,1,1,1,1,0.017905695,,,,,,,,
1,1,0,1,1,0,0.005735924,,,,,,,,
1,1,0,1,1,0,0.018515805,,,,,,,,
0,0,0,0,0,0,0.026509805,,,,,,,,
1,0,1,1,0,1,0.008725691,,,,,,,,
0,1,0,0,1,0,0.1853357,,,,,,,,
0,0,1,1,0,1,0.000105071,,,,,,,,
0,1,1,0,1,1,0.06982471,,,,,,,,
1,0,1,1,0,1,0.010850369,,,,,,,,
0,1,1,0,1,1,0.024108253,,,,,,,,
0,1,1,1,1,1,0.00624286,,,,,,,,
0,1,0,1,1,1,0.007581404,,,,,,,,
1,1,1,1,1,1,0.009224607,,,,,,,,
0,1,1,0,1,1,0.017682906,,,,,,,,
1,1,1,1,1,1,0.007320959,,,,,,,,
0,1,1,0,1,1,0.031027785,,,,,,,,
1,1,1,1,1,1,0.006104199,,,,,,,,
1,0,1,1,0,1,0.01135529,,,,,,,,
0,0,1,0,0,1,0.04644001,,,,,,,,
0,1,0,1,1,1,0.000110866,,,,,,,,
1,1,1,1,1,1,0.009090429,,,,,,,,
1,0,1,1,0,1,0.013335646,,,,,,,,
1,0,1,1,0,1,0.01039179,,,,,,,,
1,0,0,1,0,1,0.022604352,,,,,,,,
0,1,1,0,1,1,0.009033621,,,,,,,,
0,0,1,0,0,1,0.06762087,,,,,,,,
0,1,1,0,1,1,0.003431028,,,,,,,,
1,1,1,1,1,1,0.054532375,,,,,,,,
0,0,1,1,1,1,0.058819562,,,,,,,,
1,1,0,1,1,0,0.006404753,,,,,,,,
1,1,0,1,1,0,0.017416727,,,,,,,,
1,0,0,1,1,1,0.007244511,,,,,,,,
0,1,1,0,1,1,0.000157831,,,,,,,,
0,1,1,0,1,1,0.007394693,,,,,,,,
1,0,1,1,0,1,0.014929471,,,,,,,,
1,1,1,1,1,1,0.013827264,,,,,,,,
1,1,1,1,1,1,0.016782187,,,,,,,,
1,1,1,1,1,1,0.017012633,,,,,,,,
0,1,1,0,1,1,0.005719553,,,,,,,,
1,1,0,1,1,0,0.031317186,,,,,,,,
1,1,1,1,1,1,0.006951313,,,,,,,,
0,1,0,0,1,0,0.051598717,,,,,,,,
0,1,1,0,1,1,0.016981248,,,,,,,,
1,1,1,1,1,1,0.048255634,,,,,,,,
1,1,1,1,1,1,0.013762394,,,,,,,,
1,0,1,1,0,1,0.005721465,,,,,,,,
1,1,1,1,1,1,0.006011237,,,,,,,,
1,1,1,1,1,1,0.006142653,,,,,,,,
1,1,0,1,1,0,0.06079182,,,,,,,,
0,1,1,0,1,1,0.021464648,,,,,,,,
1,1,1,1,1,1,0.011026016,,,,,,,,
1,0,0,1,0,0,0.012218187,,,,,,,,
1,1,1,1,1,1,0.026530622,,,,,,,,
1,1,1,1,1,1,0.005589897,,,,,,,,
1,1,1,1,1,1,0.007599368,,,,,,,,
1,1,1,1,1,1,0.022874838,,,,,,,,
0,1,0,0,1,0,0.032428563,,,,,,,,
1,0,0,1,0,0,0.014363614,,,,,,,,
1,1,1,1,1,1,0.00268182,,,,,,,,
0,1,1,0,1,1,0.028540881,,,,,,,,
1,1,1,1,1,1,0.014584798,,,,,,,,
0,1,0,0,1,0,0.010629752,,,,,,,,
1,1,1,1,1,1,0.08700986,,,,,,,,
0,1,1,0,1,1,0.020750226,,,,,,,,
0,1,1,0,1,1,0.007111092,,,,,,,,
0,1,0,0,1,0,0.016115846,,,,,,,,
1,0,1,1,0,1,0.003921227,,,,,,,,
1,1,1,1,1,1,0.001479844,,,,,,,,
1,1,0,1,1,0,0.01270683,,,,,,,,
0,1,1,0,1,1,0.007507057,,,,,,,,
0,1,1,0,1,1,0.009328704,,,,,,,,
1,1,1,1,1,1,0.002761922,,,,,,,,
1,1,1,1,1,1,0.021100393,,,,,,,,
0,1,1,0,1,1,0.023667471,,,,,,,,
0,1,1,0,1,1,0.021473372,,,,,,,,
1,1,1,1,1,1,0.050785776,,,,,,,,
1,1,1,1,1,1,0.019390674,,,,,,,,
0,0,1,0,0,1,0.023736548,,,,,,,,
1,1,0,1,1,0,0.03188873,,,,,,,,
1,0,0,1,0,0,0.008323052,,,,,,,,
1,1,0,1,1,0,0.004851687,,,,,,,,
0,1,0,0,1,0,0.004443498,,,,,,,,
1,1,1,1,1,1,0.012022454,,,,,,,,
0,1,1,0,1,1,0.052671805,,,,,,,,
1,0,0,1,0,0,0.029765503,,,,,,,,
1,1,0,1,1,0,0.010722449,,,,,,,,
1,1,1,1,1,1,0.033194527,,,,,,,,
0,0,1,0,0,1,0.02674497,,,,,,,,
0,1,1,0,1,1,0.009295924,,,,,,,,
0,0,0,0,0,0,0.03339462,,,,,,,,
0,1,1,0,1,1,0.00989737,,,,,,,,
0,1,1,0,1,1,0.03957553,,,,,,,,
1,1,1,1,1,1,0.010155732,,,,,,,,
1,0,1,1,0,1,0.016335009,,,,,,,,
1,1,1,1,1,1,0.013825825,,,,,,,,
0,1,1,0,1,1,0.013012947,,,,,,,,
1,1,1,1,1,1,0.004436791,,,,,,,,
0,1,0,0,1,0,0.004084587,,,,,,,,
1,1,0,1,1,0,0.009218672,,,,,,,,
0,0,1,1,1,1,0.006760858,,,,,,,,
1,1,1,1,1,1,0.005902475,,,,,,,,
1,1,1,1,1,1,0.024488375,,,,,,,,
1,1,1,1,1,1,0.008250014,,,,,,,,
0,1,1,0,1,1,0.020152831,,,,,,,,
1,1,0,1,1,1,0.000174409,,,,,,,,
0,1,0,0,1,0,0.012637962,,,,,,,,
1,0,1,1,1,1,0.006262593,,,,,,,,
0,1,1,0,1,1,0.011886038,,,,,,,,
1,0,0,1,1,1,0.007479749,,,,,,,,
1,0,1,1,1,1,0.000115327,,,,,,,,
1,0,1,1,0,1,0.016196754,,,,,,,,
1,1,1,1,1,1,0.013503151,,,,,,,,
0,1,1,0,1,1,0.011284553,,,,,,,,
0,0,0,0,0,0,0.044740744,,,,,,,,
0,1,1,0,1,1,0.013789859,,,,,,,,
0,1,1,0,1,1,0.00813665,,,,,,,,
0,0,0,0,0,0,0.01088289,,,,,,,,
0,1,1,1,1,1,0.005845577,,,,,,,,
1,1,1,1,1,1,0.013063413,,,,,,,,
0,1,0,0,1,0,0.007773005,,,,,,,,
0,0,0,0,0,0,0.019338345,,,,,,,,
0,1,0,0,1,0,0.038210116,,,,,,,,
0,1,1,1,1,1,0.06026731,,,,,,,,
1,1,0,1,1,0,0.011945142,,,,,,,,
0,0,1,0,0,1,0.011630762,,,,,,,,
1,0,0,1,0,0,0.007259295,,,,,,,,
1,0,1,1,0,1,0.025635112,,,,,,,,
1,1,1,1,1,1,0.006165224,,,,,,,,
0,1,1,0,1,1,0.0281077,,,,,,,,
1,1,1,1,1,1,0.009085888,,,,,,,,
0,1,1,0,1,1,0.028923946,,,,,,,,
1,0,1,1,0,1,0.047661595,,,,,,,,
1,1,1,1,1,1,0.010868633,,,,,,,,
0,0,1,0,0,1,0.021615436,,,,,,,,
1,1,1,1,1,1,0.017677793,,,,,,,,
0,0,1,0,0,1,0.012750312,,,,,,,,
1,1,0,1,1,1,0.00524262,,,,,,,,
1,0,0,1,0,0,0.014698998,,,,,,,,
1,0,1,1,0,1,0.06612285,,,,,,,,
1,0,0,1,0,0,0.006028823,,,,,,,,
1,1,1,1,1,1,0.013189899,,,,,,,,
1,0,1,1,0,1,0.010614848,,,,,,,,
0,0,1,0,0,1,0.028005308,,,,,,,,
1,1,1,1,1,1,0.013687448,,,,,,,,
1,1,1,1,1,1,0.004809915,,,,,,,,
1,0,1,1,0,1,0.014753674,,,,,,,,
1,1,1,1,1,1,0.007075016,,,,,,,,
1,0,1,1,0,1,0.025198689,,,,,,,,
0,0,1,0,0,1,0.007709199,,,,,,,,
0,1,1,0,1,1,0.025606215,,,,,,,,
1,1,1,1,1,1,0.026101723,,,,,,,,
0,0,1,0,0,1,0.004897582,,,,,,,,
1,1,1,1,1,1,0.020291403,,,,,,,,
1,0,0,1,0,0,0.010572902,,,,,,,,
1,0,1,1,0,1,0.02683237,,,,,,,,
0,0,1,0,0,1,0.018042978,,,,,,,,
1,1,1,1,1,1,0.003959548,,,,,,,,
0,1,1,0,1,1,0.01119614,,,,,,,,
1,0,1,1,1,1,0.057783112,,,,,,,,
0,0,1,0,0,1,0.016713815,,,,,,,,
1,0,1,1,0,1,0.008964256,,,,,,,,
0,1,1,0,1,1,0.005206931,,,,,,,,
1,0,0,1,0,0,0.024032634,,,,,,,,
1,1,1,1,1,1,0.009678949,,,,,,,,
0,1,1,1,1,1,0.05356275,,,,,,,,
0,1,0,0,1,0,0.019307042,,,,,,,,
0,1,0,0,1,0,0.005663384,,,,,,,,
0,0,0,0,0,0,0.019736793,,,,,,,,
1,1,1,1,1,1,0.00950731,,,,,,,,
1,1,1,1,1,1,0.027816512,,,,,,,,
1,1,1,1,1,1,0.019359877,,,,,,,,
1,1,0,1,1,0,0.027266474,,,,,,,,
0,1,1,0,1,1,0.017340586,,,,,,,,
0,1,1,0,1,1,0.006215678,,,,,,,,
0,1,1,1,1,1,0.007152247,,,,,,,,
1,1,1,1,1,1,0.002670833,,,,,,,,
0,0,0,0,0,0,0.040855948,,,,,,,,
0,1,0,0,1,0,0.023848722,,,,,,,,
1,0,0,1,0,0,0.009503169,,,,,,,,
0,0,0,0,0,0,0.011364628,,,,,,,,
0,1,0,0,1,1,0.03663371,,,,,,,,
0,1,1,0,1,1,0.008127912,,,,,,,,
1,1,1,1,1,1,0.017805748,,,,,,,,
0,1,1,0,1,1,0.027164616,,,,,,,,
1,1,1,1,1,1,0.010988531,,,,,,,,
1,1,1,1,1,1,0.005134004,,,,,,,,
1,1,1,1,1,1,0.013045146,,,,,,,,
0,1,0,0,1,0,0.013549613,,,,,,,,
1,1,0,1,1,0,0.035772286,,,,,,,,
1,1,1,1,1,1,0.009777594,,,,,,,,
1,1,0,1,1,0,0.013524465,,,,,,,,
1,1,1,1,1,1,0.05998921,,,,,,,,
1,1,1,1,1,1,0.020182533,,,,,,,,
1,0,1,1,0,1,0.009008517,,,,,,,,
0,1,0,0,1,0,0.009061103,,,,,,,,
0,1,1,0,1,1,0.006261777,,,,,,,,
0,0,0,0,0,0,0.006741056,,,,,,,,
1,1,0,1,1,1,0.007011629,,,,,,,,
1,1,1,1,1,1,0.021855108,,,,,,,,
0,1,1,0,1,1,0.007498675,,,,,,,,
1,0,1,1,0,1,0.02925826,,,,,,,,
1,0,1,1,0,1,0.018576875,,,,,,,,
1,0,1,1,1,1,0.001340862,,,,,,,,
1,1,0,1,1,1,0.007169702,,,,,,,,
1,0,1,1,0,1,0.008573175,,,,,,,,
1,0,1,1,0,1,0.0204899,,,,,,,,
0,1,0,0,1,0,0.007404044,,,,,,,,
0,1,1,0,1,1,0.012980339,,,,,,,,
1,1,1,1,1,1,0.006656593,,,,,,,,
1,1,1,1,1,1,0.019548796,,,,,,,,
0,1,1,0,1,1,0.004910905,,,,,,,,
0,1,0,0,1,0,0.017130313,,,,,,,,
1,0,1,1,0,1,0.008911607,,,,,,,,
1,1,1,1,1,1,0.08045499,,,,,,,,
1,1,1,1,1,1,0.007687977,,,,,,,,
1,0,1,1,0,1,0.003934871,,,,,,,,
1,1,1,1,1,1,0.000120388,,,,,,,,
1,1,1,1,1,1,0.006049919,,,,,,,,
1,1,1,1,1,1,0.15976329,,,,,,,,
1,1,1,1,1,1,0.020941064,,,,,,,,
1,1,0,1,1,1,0.006604997,,,,,,,,
1,1,0,1,1,0,0.025016971,,,,,,,,
0,1,1,0,1,1,0.008894581,,,,,,,,
0,1,0,0,1,0,0.04384741,,,,,,,,
0,1,1,0,1,1,0.016922407,,,,,,,,
0,1,1,0,1,1,0.009326759,,,,,,,,
0,1,0,0,1,0,0.010115255,,,,,,,,
0,1,0,0,1,0,0.006126523,,,,,,,,
0,1,1,0,1,1,0.002636857,,,,,,,,
0,1,1,0,1,1,0.025532376,,,,,,,,
0,0,0,0,0,0,0.005825627,,,,,,,,
0,1,1,0,1,1,0.008849641,,,,,,,,
1,1,1,1,1,1,0.021917805,,,,,,,,
0,1,1,0,1,1,0.03373436,,,,,,,,
1,0,1,1,0,1,0.021878606,,,,,,,,
1,0,1,1,0,1,0.005737314,,,,,,,,
1,1,1,1,1,1,0.013529755,,,,,,,,
1,1,1,1,1,1,0.012579191,,,,,,,,
1,1,1,1,1,1,0.013579172,,,,,,,,
0,1,0,0,1,0,0.02856254,,,,,,,,
1,0,1,1,1,1,0.007245548,,,,,,,,
1,0,1,1,0,1,0.005411127,,,,,,,,
1,1,1,1,1,1,0.032549147,,,,,,,,
1,0,1,1,1,1,0.056470003,,,,,,,,
0,1,1,0,1,1,0.011825511,,,,,,,,
1,0,1,1,0,1,0.020749433,,,,,,,,
1,1,1,1,1,1,0.01613184,,,,,,,,
1,1,1,1,1,1,0.008525091,,,,,,,,
0,0,1,0,0,1,0.019115424,,,,,,,,
1,1,1,1,1,1,0.003476557,,,,,,,,
1,1,1,1,1,1,0.003218871,,,,,,,,
1,1,0,1,1,0,0.027947554,,,,,,,,
1,1,1,1,1,1,0.00693279,,,,,,,,
1,1,1,1,1,1,0.003812496,,,,,,,,
1,1,0,1,1,1,0.003449508,,,,,,,,
1,1,1,1,1,1,0.004616435,,,,,,,,
1,1,1,1,1,1,0.001944063,,,,,,,,
1,1,0,1,1,0,0.008830334,,,,,,,,
0,1,1,0,1,1,0.013453519,,,,,,,,
1,1,1,1,1,1,0.007644771,,,,,,,,
0,1,0,1,1,1,0.055014033,,,,,,,,
1,0,1,1,0,1,0.013399432,,,,,,,,
1,0,1,1,0,1,0.016199693,,,,,,,,
1,1,1,1,1,1,0.003802029,,,,,,,,
0,1,1,0,1,1,0.009331706,,,,,,,,
1,0,0,1,0,0,0.011649516,,,,,,,,
1,0,0,1,0,0,0.023533275,,,,,,,,
1,0,1,1,1,1,0.006766808,,,,,,,,
1,0,0,1,0,0,0.02521624,,,,,,,,
1,1,0,0,1,0,0.018810509,,,,,,,,
0,1,1,0,1,1,0.014460236,,,,,,,,
1,1,1,1,1,1,0.001542513,,,,,,,,
1,1,1,1,1,1,0.014650691,,,,,,,,
0,1,1,0,1,1,0.007792993,,,,,,,,
1,0,1,1,0,1,0.019108506,,,,,,,,
0,1,1,0,1,1,0.018781904,,,,,,,,
1,0,1,1,0,1,0.034377545,,,,,,,,
0,1,0,1,1,1,0.004534836,,,,,,,,
1,1,1,1,1,1,0.000151912,,,,,,,,
1,0,1,1,1,1,0.005958155,,,,,,,,
0,1,0,0,1,1,0.008005051,,,,,,,,
0,1,1,0,1,1,0.004937152,,,,,,,,
0,0,0,1,1,1,0.05679306,,,,,,,,
0,1,1,0,1,1,0.002466482,,,,,,,,
1,0,0,1,1,1,0.006592291,,,,,,,,
1,0,1,1,0,1,0.013629296,,,,,,,,
1,1,0,1,1,0,0.01465691,,,,,,,,
1,1,1,1,1,1,0.008798522,,,,,,,,
1,1,1,1,1,1,0.022427501,,,,,,,,
0,0,1,0,0,1,0.02055161,,,,,,,,
1,1,1,1,1,1,0.017838918,,,,,,,,
1,1,1,1,1,1,0.00391647,,,,,,,,
1,1,0,1,1,0,0.007406172,,,,,,,,
0,1,1,0,1,1,0.01231825,,,,,,,,
1,1,0,1,1,0,0.027342226,,,,,,,,
1,1,1,1,1,1,0.023165235,,,,,,,,
1,1,1,1,1,1,0.013907847,,,,,,,,
1,0,1,1,0,1,0.028172908,,,,,,,,
1,0,1,1,0,1,0.004413936,,,,,,,,
1,1,0,1,1,0,0.009018771,,,,,,,,
1,1,1,1,1,1,0.009312546,,,,,,,,
1,0,1,1,0,1,0.014980499,,,,,,,,
1,0,1,1,0,1,0.03661578,,,,,,,,
0,0,1,0,0,1,0.005686333,,,,,,,,
1,1,1,1,1,1,0.03414711,,,,,,,,
1,1,1,1,1,1,0.00929454,,,,,,,,
0,1,1,0,1,1,0.018992396,,,,,,,,
1,1,1,1,1,1,9.94E-05,,,,,,,,
1,0,1,1,0,1,0.022732057,,,,,,,,
1,1,1,1,1,1,0.018754553,,,,,,,,
1,1,1,1,1,1,0.003907368,,,,,,,,
0,0,0,0,0,0,0.015620509,,,,,,,,
1,1,1,1,1,1,0.02889292,,,,,,,,
0,1,0,0,1,0,0.003744547,,,,,,,,
0,0,0,0,0,0,0.021312902,,,,,,,,
0,1,1,0,1,1,0.055862684,,,,,,,,
0,0,1,0,0,1,0.002139496,,,,,,,,
0,1,1,0,1,1,0.021973304,,,,,,,,
0,0,0,0,0,0,0.005563933,,,,,,,,
1,0,1,1,1,1,0.006562911,,,,,,,,
1,1,1,1,1,1,0.01711798,,,,,,,,
1,1,1,1,1,1,0.004321542,,,,,,,,
0,1,0,0,1,0,0.015537525,,,,,,,,
1,1,1,1,1,1,0.007076836,,,,,,,,
1,1,1,1,1,1,0.000173906,,,,,,,,
1,0,1,1,1,1,0.006600939,,,,,,,,
1,0,1,0,0,1,0.00153727,,,,,,,,
1,1,1,1,1,1,0.014049652,,,,,,,,
0,1,1,0,1,1,0.016025115,,,,,,,,
0,1,1,0,1,1,0.020578569,,,,,,,,
0,0,0,0,0,0,0.003649747,,,,,,,,
1,0,1,1,0,1,0.012544673,,,,,,,,
1,0,1,1,0,1,0.025123704,,,,,,,,
1,1,1,1,1,1,0.011905266,,,,,,,,
1,0,1,1,1,1,0.000170899,,,,,,,,
1,1,1,1,1,1,0.04450468,,,,,,,,
0,0,1,0,0,1,0.040102277,,,,,,,,
0,1,1,1,1,1,0.006425523,,,,,,,,
1,1,0,1,1,0,0.019742679,,,,,,,,
1,0,0,1,0,0,0.006532038,,,,,,,,
0,1,1,0,1,1,0.013721564,,,,,,,,
1,1,1,1,1,1,0.005201919,,,,,,,,
0,1,1,1,1,1,0.024627313,,,,,,,,
0,0,1,0,0,1,0.031109722,,,,,,,,
0,1,1,0,1,1,0.012198304,,,,,,,,
1,1,1,1,1,1,0.01566445,,,,,,,,
1,1,1,1,1,1,0.002948817,,,,,,,,
1,1,1,1,1,1,0.007251133,,,,,,,,
1,0,1,1,0,1,0.023844393,,,,,,,,
1,0,1,1,0,1,0.011396661,,,,,,,,
0,0,0,0,0,0,0.025831018,,,,,,,,
1,1,0,1,1,0,0.005821308,,,,,,,,
0,1,0,0,1,0,0.019032285,,,,,,,,
1,0,1,1,0,1,0.008132288,,,,,,,,
1,1,1,1,1,1,0.05556173,,,,,,,,
1,0,1,1,0,1,0.007879895,,,,,,,,
0,0,0,0,0,0,0.010788552,,,,,,,,
1,1,1,1,1,1,0.027698187,,,,,,,,
0,1,1,0,1,1,0.02202883,,,,,,,,
0,0,1,0,0,1,0.016942864,,,,,,,,
0,1,1,0,1,1,0.014290175,,,,,,,,
1,1,0,1,1,0,0.024582312,,,,,,,,
0,1,0,0,1,0,0.006438693,,,,,,,,
0,0,0,0,1,0,0.024647193,,,,,,,,
1,0,1,1,0,1,0.014538583,,,,,,,,
1,1,1,1,1,1,0.002793206,,,,,,,,
1,1,1,1,1,1,0.012209045,,,,,,,,
0,1,0,0,1,0,0.013185065,,,,,,,,
1,1,1,1,1,1,0.007095723,,,,,,,,
0,1,1,0,1,1,0.034280792,,,,,,,,
0,1,1,0,1,1,0.015685929,,,,,,,,
1,0,1,1,0,1,0.007844313,,,,,,,,
1,0,1,1,0,1,0.007410262,,,,,,,,
0,0,1,0,0,1,0.020209663,,,,,,,,
0,0,1,1,1,1,0.006048957,,,,,,,,
0,1,1,1,1,1,0.06254093,,,,,,,,
1,1,1,1,1,1,0.011312864,,,,,,,,
0,1,0,0,1,0,0.010801451,,,,,,,,
1,1,1,1,1,1,0.013645476,,,,,,,,
1,0,1,1,0,1,0.021887014,,,,,,,,
0,1,0,0,1,0,0.004522554,,,,,,,,
1,1,0,1,1,0,0.004953055,,,,,,,,
1,0,1,1,0,1,0.021496562,,,,,,,,
1,0,1,1,1,1,0.06413538,,,,,,,,
0,0,0,0,0,0,0.013506535,,,,,,,,
1,1,1,1,1,1,0.017299183,,,,,,,,
0,1,0,0,1,0,0.011865296,,,,,,,,
1,0,0,1,1,1,0.006296136,,,,,,,,
0,1,0,0,1,0,0.008347672,,,,,,,,
0,1,0,0,0,0,0.001441058,,,,,,,,
1,1,0,1,1,0,0.034679662,,,,,,,,
1,1,0,1,1,1,0.005074193,,,,,,,,
0,0,1,0,0,1,0.001086607,,,,,,,,
0,1,1,1,1,1,0.006797903,,,,,,,,
0,1,1,0,1,1,0.014456516,,,,,,,,
0,0,1,1,1,1,0.002887773,,,,,,,,
1,1,1,1,1,1,0.004282001,,,,,,,,
0,0,1,0,0,1,0.013221447,,,,,,,,
1,0,1,1,0,1,0.006626329,,,,,,,,
0,1,1,0,1,1,0.001966449,,,,,,,,
0,1,1,0,1,1,0.014371363,,,,,,,,
1,0,0,1,1,1,0.004894657,,,,,,,,
0,0,1,0,0,1,0.016760228,,,,,,,,
1,1,0,1,1,1,0.004097083,,,,,,,,
1,1,1,1,1,1,0.024918428,,,,,,,,
1,1,1,1,1,1,0.006161952,,,,,,,,
0,1,1,0,1,1,0.038600896,,,,,,,,
1,0,1,1,1,1,0.000110172,,,,,,,,
1,0,0,1,0,0,0.003833372,,,,,,,,
1,1,0,1,1,0,0.015744615,,,,,,,,
0,1,1,0,1,1,0.016202152,,,,,,,,
0,0,1,0,0,1,0.009775818,,,,,,,,
0,1,1,0,1,1,0.01573657,,,,,,,,
1,1,1,1,1,1,0.023519194,,,,,,,,
1,0,1,1,1,1,0.05967087,,,,,,,,
1,0,0,1,0,0,0.053326562,,,,,,,,
1,1,1,1,1,1,0.016397322,,,,,,,,
0,1,1,1,1,1,0.055697516,,,,,,,,
1,1,1,1,1,1,0.06701409,,,,,,,,
0,0,1,0,0,1,0.01339212,,,,,,,,
1,0,0,1,1,1,0.004042849,,,,,,,,
1,0,0,1,0,0,0.009622987,,,,,,,,
1,0,0,1,0,0,0.006758004,,,,,,,,
1,0,1,1,0,1,0.03606184,,,,,,,,
0,0,1,0,0,1,0.001979546,,,,,,,,
1,0,1,1,0,1,0.000205106,,,,,,,,
1,1,0,1,1,0,0.009483782,,,,,,,,
1,0,1,1,0,1,0.0625628,,,,,,,,
1,1,0,1,1,0,0.004925381,,,,,,,,
1,1,1,1,1,1,0.038379334,,,,,,,,
0,1,0,0,1,0,0.008089366,,,,,,,,
1,1,0,1,1,1,0.006928829,,,,,,,,
0,1,1,0,1,1,0.015408712,,,,,,,,
1,0,1,1,1,1,0.005201742,,,,,,,,
0,0,1,0,0,1,0.008037541,,,,,,,,
1,1,1,1,1,1,0.005906904,,,,,,,,
0,1,1,0,1,1,0.015563798,,,,,,,,
1,1,1,1,1,1,0.016626865,,,,,,,,
1,0,0,1,0,0,0.017275203,,,,,,,,
1,1,1,1,1,1,0.003805694,,,,,,,,
0,1,1,0,1,1,0.007949285,,,,,,,,
0,1,0,0,1,0,0.016840825,,,,,,,,
1,1,1,1,1,1,0.007405241,,,,,,,,
1,1,1,1,1,1,0.022788355,,,,,,,,
1,1,0,1,1,1,0.00017261,,,,,,,,
1,0,1,1,0,1,0.03576515,,,,,,,,
1,0,1,1,0,1,0.005639813,,,,,,,,
1,0,1,1,1,1,0.060859967,,,,,,,,
1,1,1,1,1,1,0.014054661,,,,,,,,
0,1,1,0,1,1,0.010077435,,,,,,,,
1,1,1,1,1,1,0.012770343,,,,,,,,
1,1,1,1,1,1,0.019897979,,,,,,,,
1,0,0,1,0,0,0.008287297,,,,,,,,
1,1,1,1,1,1,0.004341326,,,,,,,,
1,1,1,1,1,1,0.010369535,,,,,,,,
1,0,1,1,0,1,0.01701077,,,,,,,,
1,1,1,1,1,1,0.005022763,,,,,,,,
1,1,1,1,1,1,0.005862089,,,,,,,,
1,1,1,1,1,1,9.24E-05,,,,,,,,
0,0,0,0,0,0,0.000248438,,,,,,,,
1,1,1,1,1,1,0.006447562,,,,,,,,
1,1,0,1,1,0,0.006787306,,,,,,,,
1,1,1,1,1,1,0.02605813,,,,,,,,
1,0,1,1,0,1,0.013258279,,,,,,,,
0,0,1,0,0,1,0.025338197,,,,,,,,
1,1,0,1,1,0,0.00336853,,,,,,,,
0,1,1,0,1,1,0.023852482,,,,,,,,
1,1,0,1,1,0,0.006481648,,,,,,,,
0,1,0,0,1,0,0.01388766,,,,,,,,
0,0,1,0,0,1,0.029908609,,,,,,,,
1,1,1,1,1,1,0.011203904,,,,,,,,
0,0,1,0,0,1,0.006191207,,,,,,,,
0,1,1,1,1,1,9.43E-05,,,,,,,,
1,1,1,1,1,1,0.006840432,,,,,,,,
1,1,1,1,1,1,0.017139265,,,,,,,,
1,0,1,1,0,1,0.009514853,,,,,,,,
0,1,1,0,1,1,0.011090981,,,,,,,,
0,1,1,0,1,1,0.014002956,,,,,,,,
0,1,1,0,1,1,0.017382583,,,,,,,,
1,1,0,1,1,0,0.006733556,,,,,,,,
0,1,1,1,1,1,0.057315484,,,,,,,,
1,0,1,1,1,1,0.006692056,,,,,,,,
1,1,1,1,1,1,0.018465104,,,,,,,,
1,1,1,1,1,1,0.008753118,,,,,,,,
0,0,1,0,0,1,0.002812277,,,,,,,,
0,1,0,0,1,0,0.016789945,,,,,,,,
1,0,1,1,1,1,0.005415769,,,,,,,,
1,0,0,1,0,0,0.012049781,,,,,,,,
1,1,0,1,1,0,0.009963604,,,,,,,,
0,0,1,0,0,1,0.007300255,,,,,,,,
1,1,0,1,1,0,0.011646649,,,,,,,,
1,1,1,1,1,1,0.03642613,,,,,,,,
0,1,1,0,1,1,0.03359922,,,,,,,,
1,1,1,1,1,1,0.002886416,,,,,,,,
1,1,1,1,1,1,0.009861983,,,,,,,,
1,1,1,1,1,1,0.016429633,,,,,,,,
1,0,1,1,0,1,0.00751288,,,,,,,,
1,0,0,1,0,0,0.021054177,,,,,,,,
1,0,1,1,0,1,0.050044235,,,,,,,,
1,0,1,1,0,1,0.007652118,,,,,,,,
0,1,1,0,1,1,0.037507106,,,,,,,,
1,1,1,1,1,1,0.034766372,,,,,,,,
0,0,1,0,0,1,0.03122055,,,,,,,,
1,0,1,1,0,1,0.005440707,,,,,,,,
1,1,1,1,1,1,0.009357615,,,,,,,,
1,1,0,1,1,0,0.06344084,,,,,,,,
1,1,0,1,1,0,0.021496808,,,,,,,,
0,1,1,0,1,1,0.012434692,,,,,,,,
1,0,1,1,0,1,0.02726807,,,,,,,,
0,1,1,0,1,1,0.002494473,,,,,,,,
0,1,1,0,1,1,0.023596551,,,,,,,,
1,1,0,1,1,0,0.03083465,,,,,,,,
0,0,1,0,0,1,0.055253673,,,,,,,,
0,1,1,1,1,1,0.006929454,,,,,,,,
0,1,0,0,1,0,0.023852091,,,,,,,,
0,1,0,0,1,0,0.004337661,,,,,,,,
0,1,1,0,1,1,0.0375565,,,,,,,,
1,0,0,1,0,0,0.017531246,,,,,,,,
0,1,1,1,1,1,0.010432157,,,,,,,,
1,1,1,1,1,1,0.016556138,,,,,,,,
1,0,1,1,0,1,0.005939727,,,,,,,,
0,1,1,0,1,1,0.003671082,,,,,,,,
1,0,0,1,0,0,0.001428269,,,,,,,,
1,0,0,1,0,0,0.006455088,,,,,,,,
